"OUTID","Birth","SEXTYPENAME","REGNAME","AREANAME","TERNAME","REGTYPENAME","TerTypeName","ClassProfileNAME","ClassLangName","EONAME","EOTYPENAME","EORegName","EOAreaName","EOTerName","EOParent","UkrTest","UkrTestStatus","UkrBall100","UkrBall12","UkrBall","UkrPTName","UkrPTRegName","UkrPTAreaName","UkrPTTerName","histTest","HistLang","histTestStatus","histBall100","histBall12","histBall","histPTName","histPTRegName","histPTAreaName","histPTTerName","mathTest","mathLang","mathTestStatus","mathBall100","mathBall12","mathBall","mathPTName","mathPTRegName","mathPTAreaName","mathPTTerName","physTest","physLang","physTestStatus","physBall100","physBall12","physBall","physPTName","physPTRegName","physPTAreaName","physPTTerName","chemTest","chemLang","chemTestStatus","chemBall100","chemBall12","chemBall","chemPTName","chemPTRegName","chemPTAreaName","chemPTTerName","bioTest","bioLang","bioTestStatus","bioBall100","bioBall12","bioBall","bioPTName","bioPTRegName","bioPTAreaName","bioPTTerName","geoTest","geoLang","geoTestStatus","geoBall100","geoBall12","geoBall","geoPTName","geoPTRegName","geoPTAreaName","geoPTTerName","engTest","engTestStatus","engBall100","engBall12","engDPALevel","engBall","engPTName","engPTRegName","engPTAreaName","engPTTerName","fraTest","fraTestStatus","fraBall100","fraBall12","fraDPALevel","fraBall","fraPTName","fraPTRegName","fraPTAreaName","fraPTTerName","deuTest","deuTestStatus","deuBall100","deuBall12","deuDPALevel","deuBall","deuPTName","deuPTRegName","deuPTAreaName","deuPTTerName","spaTest","spaTestStatus","spaBall100","spaBall12","spaDPALevel","spaBall","spaPTName","spaPTRegName","spaPTAreaName","spaPTTerName"
"f42989fa-805b-496d-8193-1fa7d729a286",2000,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Універсальний","українська","Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","середня загальноосвітня школа","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","121.0",5,35,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","125.0",6,35,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Зараховано","127.0",6,37,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"580bd371-2c6f-435b-9240-dbbfd3b5c5ea",2000,"жіноча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",2,19,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"132994a0-f495-488d-8b9d-ddb4c350f992",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Міністерство освіти і науки України","Українська мова і література","Зараховано","162.0",9,65,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"10c9ad54-991a-49c1-b9bb-fab2041e15b5",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","104.0",4,25,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"ec7746fe-e417-48da-b87f-e381fe6cefeb",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Міністерство освіти і науки України","Українська мова і література","Зараховано","126.0",6,38,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","117.0","null",32,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Не подолав поріг","0.0","null","null",14,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"b69d61a3-93c5-47a1-a656-3414b278ae00",1999,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","119.0","null",34,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","140.0","null",41,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Зараховано","106.0","null","null",22,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"7bf3d405-185c-4866-ab68-dbc1800fe0eb",2001,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Української філології","українська","Дубенська гімназія №2 Дубенської міської ради Рівненської області","гімназія","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","141.0",7,48,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","135.0",7,39,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Зараховано","102.0","null",27,"Рівненська загальноосвітня школа І-ІІІ ступенів №9 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Англійська мова","Зараховано","118.0",6,"стандарт(академічний)",28,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1ce0fc9c-a743-4241-8d8a-67b24a6487d6",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Іноземної філології","українська","Дубенська спеціалізована загальноосвітня школа І-ІІІ ступенів №5 з поглибленим вивченням іноземних мов Дубенської міської ради Рівненської області","спеціалізована школа","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","112.0",4,30,"Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","120.0",6,33,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Біологія","українська","Зараховано","102.0",4,23,"Рівненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" №19 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"09a16447-d7d9-44fb-b92f-ec7e815a5174",2001,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Інший(багатопрофільність)","українська","Дубенська гімназія №2 Дубенської міської ради Рівненської області","гімназія","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","158.0",7,62,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","150.0",9,46,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Математика","українська","Зараховано","170.0",9,41,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Зараховано","118.0","null","null",28,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"36dbb621-0850-4a94-9771-7f471876834e",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Вищий комунальний навчальний заклад ""Дубенський медичний коледж"" Рівненської обласної ради","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","116.0",4,32,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"03b2df20-fbec-42f8-8730-b7609eb900fd",2001,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Фізико-математичний","українська","Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","навчально-виховний комплекс","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","166.0",9,69,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Математика","українська","Зараховано","122.0",5,17,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Зараховано","161.0",8,55,"Рівненська загальноосвітня школа І-ІІІ ступенів №18 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"2fcd1d0b-01ba-407a-a0b4-8f235296e507",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Інший(багатопрофільність)","українська","Дубенська гімназія №2 Дубенської міської ради Рівненської області","гімназія","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","186.0",10,88,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Математика","українська","Зараховано","170.0",8,41,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Зараховано","169.0",9,"стандарт(академічний)",52,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"d0578034-2394-41ff-b41c-c075ba019773",1999,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","148.0","null",54,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Математика","українська","Зараховано","100.0","null",10,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","Хімія","українська","Зараховано","114.0","null",21,"Рівненська загальноосвітня школа І-ІІІ ступенів №23 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Біологія","українська","Зараховано","142.0","null",38,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"cb11d0c8-3b64-406d-943f-821334c3444c",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж культури і мистецтв Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Не подолав поріг","0.0",4,20,"Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"667568d5-d960-48fa-b624-9733049b7672",1999,"чоловіча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","147.0","null",53,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","153.0","null",48,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Зараховано","172.0","null",64,"Рівненська загальноосвітня школа І-ІІІ ступенів №18 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Англійська мова","Зараховано","135.0","null","null",36,"Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"9290f3c9-492b-41a5-a873-10ed5917e6d9",1998,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","165.0","null",68,"Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","151.0","null",47,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Математика","українська","Зараховано","124.0","null",18,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Англійська мова","Зараховано","158.0","null","null",47,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"4f334454-a8b6-4c8d-a778-74e9febe76f0",1999,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Зараховано","131.0","null",41,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","125.0","null",35,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Біологія","українська","Не з’явився","null","null","null","Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","Англійська мова","Не з’явився","null","null","null","null","Рівненська загальноосвітня школа І-ІІІ ступенів №8 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"9a33163f-b36d-4832-a2f5-2dbbd9591e90",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Студент закладу вищої освіти","місто","null","null","Дубенський коледж культури і мистецтв Рівненського державного гуманітарного університету","вищий навчальний заклад I-II рівнів акредитації","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","107.0",6,27,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0db1cf70-545a-4a53-a0e7-67ca5ea60ade",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Української філології","українська","Дубенська гімназія №2 Дубенської міської ради Рівненської області","гімназія","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","177.0",10,79,"Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","138.0",7,40,"Дубенська загальноосвітня школа І-ІІІ ступенів №6 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Не подолав поріг","0.0","null",24,"Рівненська загальноосвітня школа І-ІІІ ступенів №9 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Англійська мова","Зараховано","122.0",6,"стандарт(академічний)",30,"Рівненський навчально-виховний комплекс №2 ""Школа - Ліцей"" Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"3132cfde-0f6e-4247-ae3f-387265fd5889",1998,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник минулих років","місто","null","null","null","null","null","null","null","null","Українська мова і література","Не з’явився","null","null","null","Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Не з’явився","null","null","null","Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Хімія","українська","Не з’явився","null","null","null","Рівненський навчально-виховний комплекс №12 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Біологія","українська","Не з’явився","null","null","null","Рівненська загальноосвітня школа І-ІІІ ступенів №13 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"29fcc874-cf71-4159-8507-d8b77e791976",2000,"жіноча","Рівненська область","Рівненська область","м.Дубно","Учень (слухач) закладу професійної (професійно-технічної) освіти","місто","null","null","Державний навчальний заклад ""Дубенське вище художнє професійно-технічне училище""","вище художнє професійно-технічне училище","Рівненська область","м.Дубно","м.Дубно","Управління освіти і науки Рівненської обласної державної адміністрації","Українська мова і література","Зараховано","111.0",4,29,"Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0b0bfc62-d35a-4603-9d1b-35a28334feaf",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Іноземної філології","українська","Дубенська спеціалізована загальноосвітня школа І-ІІІ ступенів №5 з поглибленим вивченням іноземних мов Дубенської міської ради Рівненської області","спеціалізована школа","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","107.0",4,27,"Дубенська загальноосвітня школа І-ІІІ ступенів №7 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Не подолав поріг","0.0",5,19,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Географія","українська","Не подолав поріг","0.0",4,25,"Рівненська загальноосвітня школа І-ІІІ ступенів №27 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"7bbeeb9b-6206-42ba-a41b-5658a39ef18c",2001,"жіноча","Рівненська область","Рівненська область","м.Дубно","Випускник закладу загальної середньої освіти 2018 року","місто","Фізико-математичний","українська","Дубенський навчально-виховний комплекс ""школа-гімназія"" Дубенської міської ради Рівненської області","навчально-виховний комплекс","Рівненська область","м.Дубно","м.Дубно","Управління освіти Дубенської міської ради ","Українська мова і література","Зараховано","189.0",11,91,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","Історія України","українська","Зараховано","187.0",12,78,"Дубенська гімназія №2 Дубенської міської ради Рівненської області","Рівненська область","м.Дубно","м.Дубно","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Хімія","українська","Зараховано","177.0","null",60,"Рівненська загальноосвітня школа І-ІІІ ступенів №23 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","Біологія","українська","Зараховано","192.0",11,72,"Рівненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" №19 Рівненської міської ради","Рівненська область","м.Рівне","м.Рівне","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
